name,score
"Game, Net & Match",Okay
"The Operational Art of War, Vol. 1",Amazing
Might and Magic VI: The Mandate of Heaven,Amazing
Test Drive Off-Road 2,Mediocre
Railroad Tycoon II,Great
WCW/NWO Revenge,Great
Rival Schools: United by Fate,Great
Space Station Silicon Valley,Amazing
Cardinal Syn,Mediocre
NHL '99,Great
Need for Speed III: Hot Pursuit,Good
Brunswick Circuit Pro Bowling,Okay
Redline Racer,Good
Ninja: Shadow of Darkness,Okay
Caesar III,Great
Cruis'n World,Okay
Running Wild,Okay
Test Drive 5,Good
Bottom of the 9th '99,Mediocre
Warlords III: Darklords Rising,Great
Commandos: Behind Enemy Lines,Great
Leisure Suit Larry's Casino,Okay
Castrol Honda Superbike World Champions,Good
WWF Warzone,Great
Pro Pilot 99,Mediocre
Body Harvest,Great
Madden NFL '99,Great
MediEvil,Good
Lemmings and Oh No! More Lemmings,Good
Axis & Allies [1998],Great
The Game of Life [1998],Good
Rogue Trip: Vacation 2012,Good
S.C.A.R.S.,Okay
Bomberman World,Good
NFL Blitz [1998],Great
Dragon Seeds,Okay
Jane's IAF -- Israeli Air Force,Good
Brunswick Circuit Pro Bowling,Amazing
iF/A-18 Carrier Strike Fighter,Okay
The Fifth Element,Mediocre
Get Medieval,Okay
Sensible Soccer '98,Bad
Wild 9,Great
TOCA Championship Racing,Great
NHL FaceOff '99,Great
NASCAR 99,Good
Pool Hustler,Okay
Spearhead,Good
Activision Classics,Painful
Heart of Darkness,Mediocre
NHL '99,Great
Starship Titanic,Bad
Tiger Woods '99,Good
X-COM: Interceptor,Good
Super B-Daman Battle Phoenix 64,Bad
Pokemon Stadium [Japanese Version],Mediocre
Waialae Country Club: True Golf Classics,Mediocre
NCAA Football '99,Good
NFL GameDay 99,Amazing
WWF Warzone,Great
Devil Dice,Amazing
Trap Gunner,Great
Deep Sea Trophy Fishing,Unbearable
Unholy War,Great
Madden NFL '99,Great
Industry Giant [1998],Mediocre
Madden NFL '99,Great
Turbo Prop Racing,Great
Tomba!,Great
Elemental Gearbolt,Great
Azure Dreams,Good
Spice World,Painful
Gex: Enter the Gecko,Great
Need for Speed III: Hot Pursuit,Great
Moto Racer 2,Great
Circuit Breakers [1998],Great
Tenchu: Stealth Assassins,Amazing
G Darius,Great
Bomberman Hero,Okay
Einhander,Amazing
Gran Turismo [1998],Amazing
Tekken 3,Amazing
Vangers,Okay
Mortal Kombat 4,Great
Twisted Edge Extreme Snowboading,Okay
Fallout 2,Great
Asteroids,Okay
Twisted Metal 3,Bad
Rush 2: Extreme Racing USA,Great
Small Soldiers,Good
Knife Edge: Nose Gunner,Bad
X Games Pro Boarder,Good
Brave Fencer Musashi,Great
Guilty Gear,Great
NFL Quarterback Club '99,Great
NBA Live '99,Great
Dual Heroes,Painful
Glover,Great
NBA Live '99,Amazing
Delta Force,Great
Shogo: Mobile Armor Division,Amazing
NBA Live '99,Great
Colony Wars: Vengeance,Amazing
VR Baseball 2000,Okay
Rage of Mages,Bad
International Superstar Soccer '98,Amazing
Crash Bandicoot: Warped,Amazing
WipEout 64,Amazing
Lucky Luke,Bad
Glover,Great
Thief: The Dark Project,Great
FIFA '99,Amazing
Turok 2: Seeds of Evil,Amazing
Tomb Raider III: Adventures of Lara Croft,Good
Kensei: Sacred Fist,Mediocre
The Elder Scrolls Adventures: Redguard,Good
Space Bunnies Must Die,Okay
Star Wars: Rogue Squadron,Great
Roll Away,Great
Jeopardy! [1998],Great
O.D.T.: Escape... ...Or Die Trying,Mediocre
Streak: Hoverboard Racing,Bad
NHL Breakaway '99,Okay
Milo's Astro Lanes,Okay
FOX Sports College Hoops '99,Bad
Star Wars: Rogue Squadron 3D,Great
S.C.A.R.S,Good
Knockout Kings,Good
Motorhead,Mediocre
No One Can Stop Mr. Domino,Good
Rugrats: The Search for Reptar,Okay
Top Gear Overdrive,Great
Test Drive 5,Good
Wheel of Fortune,Okay
Buck Bumble,Good
Oddworld: Abe's Exoddus,Good
FIFA '99,Great
Nightmare Creatures,Good
Half-Life,Amazing
Heretic II,Good
SiN,Good
Bust A Groove,Amazing
The Legend of Zelda: Ocarina of Time,Masterpiece
Darkstalkers 3,Great
Street Fighter Collection 2,Great
Tiger Woods '99,Good
Kartia,Great
Asteroids,Okay
Jeopardy! [1998],Good
Tomb Raider III: Adventures of Lara Croft,Great
Assault: Retribution,Mediocre
Apocalypse,Good
A Bug's Life,Bad
Blood II: The Chosen,Okay
Extreme-G 2,Okay
Centipede [1999],Good
Psybadek,Bad
Vigilance,Mediocre
Thunder Force V: Perfect System,Great
Star Soldier: Vanishing Earth,Mediocre
Sid Meier's Civilization II,Great
Fatal Abyss,Mediocre
Akuji The Heartless,Great
ruthless.com,Mediocre
FunPack 3D,Awful
Microsoft Pinball Arcade,Mediocre
WCW Nitro,Bad
Mario Party,Good
Tom Clancy's Rainbow Six Mission Pack: Eagle Watch,Great
Destrega,Mediocre
TOCA Championship Racing,Great
Sierra Sports: Skiing 1999 Edition,Painful
Close Combat III: The Russian Front,Amazing
Baldur's Gate,Amazing
Moto Racer 2,Great
BattleTanx,Great
Starsiege: Tribes,Amazing
Invasion From Beyond,Okay
Magical Tetris Challenge,Good
ESPN X Games Pro Boarder,Good
Penny Racers,Okay
Flying Dragon,Mediocre
Irritating Stick,Mediocre
The Settlers III,Okay
The Game of Life [1998],Bad
Speed Busters: American Highways,Good
Montezuma's Return,Mediocre
Snowmobile Racing,Mediocre
NCAA March Madness '99,Good
Populous: The Beginning,Great
Test Drive Off-Road 2,Bad
NCAA Final Four 99,Good
WCW/NWO Thunder,Okay
Contender,Awful
Dark Vengeance,Okay
S.C.A.R.S.,Good
Animaniacs Ten Pin Alley,Good
South Park,Okay
Virtual Pool 64,Great
West Front,Good
Pro-Pinball: Big Race USA,Good
Beavis and Butt-Head: Bunghole in One,Bad
Oddworld: Abe's Exoddus,Great
Return to Krondor,Good
Castlevania [1999],Great
Global Domination,Awful
Carnivores,Good
Jane's WWII Fighters,Great
European Air War,Great
Combat Flight Simulator: WWII Europe Series,Okay
Powerslide,Great
Quest for Glory V: Dragon Fire,Okay
Gangsters: Organized Crime,Great
DethKarz,Okay
King's Quest VIII: Mask of Eternity,Good
FIFA '99,Amazing
Wargasm,Good
3-D Ultra NASCAR Pinball,Awful
Extreme Tennis,Painful
Wetrix,Good
Nectaris: Military Madness [1999],Great
Jeff Wayne's The War of the Worlds,Mediocre
Microsoft Golf 1999 Edition,Good
Blackstone Chronicles,Good
Bust-A-Move 4,Good
Uprising-X,Great
NBA Jam 99,Good
"Warhammer 40,000: Chaos Gate",Good
Master of Monsters: Disciples of Gaia,Bad
Wheel of Fortune [1998],Great
F1 Formula 1 '98,Good
Future Cop: L.A.P.D.,Good
Golden Nugget 64,Good
Plane Crazy,Great
WCW Nitro,Bad
South Park,Bad
CyberStrike 2,Okay
Barrage,Awful
Rush Down,Unbearable
Brigandine: The Legend of Forsena,Awful
Snowboard Kids 2,Okay
Guardian's Crusade,Great
Turok 2: Seeds of Evil,Good
Eliminator,Bad
R-Types,Okay
Thunder Brigade,Okay
Marvel Super Heroes vs. Street Fighter,Good
Myth II: Soulblighter,Great
Street Sk8er,Good
Silent Hill,Amazing
Blast Radius,Okay
Tetris 64,Great
SimCity 3000,Amazing
Fisherman's Bait,Awful
Syphon Filter,Amazing
Top Gun: Hornet's Nest,Mediocre
Tales of Destiny,Good
Sid Meier's Alpha Centauri,Amazing
Luftwaffe Commander,Mediocre
Notepad,Unbearable
Lode Runner 3D,Good
Star Wars: X-Wing Alliance,Great
Big Air,Okay
Interplay Sports Baseball 2000,Great
Heroes of Might and Magic III: The Restoration of Erathia,Amazing
Gex 3: Deep Cover Gecko,Great
Redline,Good
EverQuest,Great
Micro Machines 64 Turbo,Great
Rollcage,Amazing
Beetle Adventure Racing,Amazing
Need for Speed: High Stakes,Great
Triple Play 2000,Amazing
Triple Play 2000,Mediocre
Freestyle Boardin' '99,Unbearable
Army Men 3D,Good
Resident Evil 2 (Platinum Edition),Okay
California Speed,Bad
Vigilante 8,Great
North vs. South: The Great American Civil War,Good
NASCAR Revolution,Bad
Legend of Legaia,Good
Fighter Pilot: Ready - Aim - Fire,Mediocre
Beavis and Butt-Head DO U,Mediocre
NBA In the Zone '99,Mediocre
Warzone 2100,Great
Triple Play 2000,Good
Machines,Good
Falcon 4.0,Great
Rollcage,Mediocre
NHL Blades of Steel '99,Mediocre
All-Star Baseball 2000,Amazing
High Heat Baseball 2000,Amazing
Charlie Blast's Territory,Okay
Imperialism II: The Age of Exploration,Great
Bust-A-Move 99,Good
Carmageddon 2: Carpocalypse Now,Good
Pro 18: World Tour Golf,Awful
Sports Car GT,Bad
Fighter Squadron: Screamin' Demons Over Europe,Good
Starsiege,Good
MLB 2000,Great
Bust-A-Move '99,Great
Rampage 2: Universal Tour,Mediocre
Rampage 2: Universal Tour,Mediocre
Army Men II,Bad
T'ai Fu: Wrath of the Tiger,Good
Recoil,Great
RollerCoaster Tycoon,Great
Motorhead [1998],Okay
Grand Theft Auto: London 1969,Good
Interplay Sports Baseball 2000,Mediocre
Street Fighter Alpha 3,Amazing
Ken Griffey Jr.'s Slugfest,Good
Point Blank 2,Great
Tank Racer,Mediocre
Ehrgeiz: God Bless the Ring,Good
R4: Ridge Racer Type 4,Amazing
Extreme Rodeo,Painful
Extreme Bullrider,Unbearable
Pokemon Stadium 2 [Japanese Version],Great
Apache Havoc: Enemy Engaged,Good
Microsoft Baseball 2000,Good
NBA In the Zone '99,Great
Hello Kitty's Cube Frenzy,Okay
Chameleon Twist 2,Okay
Super Smash Bros.,Great
Requiem: Avenging Angel,Okay
Commandos: Beyond the Call of Duty,Good
3 Xtreme,Awful
Bottom of the 9th,Okay
Civilization: Call to Power,Bad
Reah,Mediocre
Dead in the Water,Okay
Pac-Land,Good
MechWarrior 3,Amazing
Star Trek: The Next Generation: Birth of the Federation,Mediocre
Bloody Roar II: The New Breed,Great
Sports Car GT,Good
Grand Theft Auto: London 1969,Good
Quake II,Great
Bugs Bunny: Lost in Time,Good
Fighting Force 64,Okay
Austin Powers Operation: Trivia,Great
Superman [1999],Awful
A Bug's Life,Okay
Castrol Honda Superbike Racing,Bad
Centipede [1999],Mediocre
Star Wars: Episode I: The Phantom Menace,Okay
Star Wars: Episode I: Racer,Great
Alexi Lalas International Soccer,Mediocre
Awesome Golf,Amazing
Baseball Heroes,Great
Basketbrawl,Bad
Warzone 2100,Good
Batman Returns,Great
A.P.B.,Great
Command & Conquer (1999),Good
Heavy Gear II,Great
The Next Tetris,Great
Extreme Watersports,Unbearable
Magic & Mayhem,Good
Apollo 18: The Moon Missions,Bad
High Heat Baseball 2000,Bad
Star Wars: Episode I: Racer,Good
Yoot Tower,Good
Need for Speed: High Stakes,Good
Unreal Mission Pack: Return to Na Pali,Great
Golf,Amazing
Vegas Stakes,Good
Ape Escape,Amazing
Pokemon Blue Version,Masterpiece
Harvest Moon,Great
Pokemon Red Version,Masterpiece
James Bond 007 [1998],Good
F-16 Aggressor,Good
Gruntz,Okay
Boss Rally,Good
Motorhead [1998],Okay
Might and Magic VII: For Blood and Honor,Good
Championship Pool,Bad
Fighter Maker,Great
Star Ocean: The Second Story,Great
Jeff Gordon XS Racing,Good
F-1 Race,Good
Boggle Plus,Okay
Bomberman GB (Japan),Great
Ultimate 8 Ball,Great
Klax,Great
Dracula the Undead,Good
Hydra,Great
Hard Drivin',Okay
Xybots,Great
Steel Talons,Amazing
Turbo Sub,Good
World Driver Championship,Great
Pitfall: Beyond the Jungle,Awful
Mole Mania,Great
Game & Watch Gallery,Great
Fleet Command,Okay
Monkey Hero,Awful
Kirby's Pinball Land,Great
Descent 3,Amazing
Total Annihilation: Kingdoms,Okay
California Games,Okay
Bubble Trouble,Good
Gauntlet: The Third Encounter,Mediocre
Fidelity Ultimate Chess Challenge,Good
BattleWheels,Amazing
Blockout,Great
Metroid II: Return of Samus,Amazing
The Smurfs' Nightmare,Great
Lunar: Silver Star Story Complete (Four Disc Collector's Edition),Good
Legend of the River King,Good
Midtown Madness,Great
Top Gear Rally,Good
Aliens vs. Predator [1999],Great
Extreme Boards & Blades,Unbearable
Shadowgate 64: Trials of the Four Towers,Okay
Rampage,Amazing
Robotron: 2084,Great
Klax,Amazing
Super Asteroids & Missile Command,Mediocre
Dirty Larry: Renegade Cop,Mediocre
Hockey,Good
Warbirds,Amazing
Todd's Adventures in Slime World,Good
Toki,Good
Monaco Grand Prix Racing Simulation 2,Good
Turok 2: Seeds of Evil,Mediocre
Shadow Madness,Good
Desert Strike,Great
Crystal Mines II,Good
Worms Armageddon,Great
Gordo 106,Mediocre
Electrocop,Good
European Soccer Challenge,Great
Hyperdrome,Okay
Joust,Masterpiece
Dinolympics,Good
Chip's Challenge,Great
Ninja Gaiden,Good
Power Factor,Good
Rampart,Great
S.T.U.N. Runner,Amazing
Robo-Squash,Good
Shadow of the Beast [1989],Good
Shanghai,Masterpiece
Zarlor Mercenary,Amazing
Starshot: Space Circus Fever,Mediocre
Ishido: The Way of the Stones,Great
Krazy Ace Miniature Golf,Okay
Bill & Ted's Excellent Adventure,Great
S.I.M.I.S.,Amazing
Super Off Road,Mediocre
T-Tris,Bad
Ninja Gaiden III: The Ancient Ship of Doom,Great
Kingpin: Life of Crime,Great
Monaco Grand Prix,Great
Switchblade 2,Mediocre
Kung Food,Okay
Lemmings,Amazing
Fat Bobby,Okay
Double Dragon,Mediocre
Tarzan,Good
Jimmy Connors Tennis,Great
Dracula the Undead,Good
Hard Drivin',Okay
Paperboy,Good
Pit-Fighter,Mediocre
Viking Child,Good
Rugrats: Scavenger Hunt,Awful
Malibu Bikini Volleyball,Good
NFL Football,Bad
Qix,Good
Ms. Pac-Man,Great
Scrapyard Dog,Great
Neo Cherry Master Color,Bad
Rugrats: The Movie,Mediocre
PGA Championship Golf 1999 Edition,Good
Resident Evil 2 [1998],Awful
Fatal Fury: First Contact,Good
Neo Dragon's Wild,Bad
Steel Talons,Amazing
Xenophobe,Great
World Class Soccer,Mediocre
Raiden,Good
RoadBlasters,Amazing
Rygar,Good
Tournament Cyberball 2072,Okay
Pinball Jam,Great
Battlezone 2000,Great
Checkered Flag,Masterpiece
Ultimate 8 Ball,Good
Fighting Steel,Good
Links Extreme,Mediocre
V-Rally Edition '99,Great
Tarzan,Great
Pro 18: World Tour Golf,Mediocre
Men In Black: The Series,Awful
Populous: The Beginning,Good
Looney Tunes: Twouble,Mediocre
Gates of Zendocon,Good
Bust-A-Move 4,Good
Bugs Bunny Crazy Castle 3,Okay
Dungeon Keeper II,Great
Driver,Amazing
F-22 Lightning 3,Great
Official Formula 1 Racing,Mediocre
Jade Cocoon: Story of the Tamamayu,Great
In-Fisherman Bass Hunter 64,Good
Monster Truck Madness 64,Good
Evil Zone,Bad
Mario Golf,Great
NFL Xtreme 2,Okay
Pokemon Snap,Good
Croc 2,Good
Atari Arcade Hits 1,Great
Super Mario Bros. Deluxe,Masterpiece
Neo Mystery Bonus,Bad
Prince of Persia [1999],Great
Samurai Shodown 2! Pocket Fighting Series,Amazing
Bleem!,Mediocre
Ring: The Legend of the Nibelungen,Painful
Baseball Stars Color,Good
NHL Blades of Steel,Good
Jeopardy! [1998],Okay
Bleem!,Mediocre
Bust-A-Move Pocket,Great
Looney Tunes: Carrot Crazy,Great
Mortal Kombat 4,Bad
Metal Slug: First Mission,Amazing
The King of Fighters R-2,Amazing
Paperboy,Bad
Force 21,Good
NFL Blitz 2000,Great
Joust / Defender,Amazing
Pokemon Pinball,Great
Man of War II: Chains of Command,Mediocre
Animaniacs: A Gigantic Adventure,Awful
KO,Bad
Soulcalibur,Masterpiece
NASCAR 2000,Okay
Legacy of Kain: Soul Reaver,Amazing
Biomotor Unitron,Good
The Legend of Zelda: Link's Awakening DX,Masterpiece
Darkstone,Amazing
Sid Meier's Civilization II: Test of Time,Good
Tarzan Untamed,Good
Pocket Tennis Color,Great
Starshot: Space Circus Fever,Okay
Hidden & Dangerous,Good
The Operational Art of War II: Modern Battles 1956-2000,Great
Mob Rule,Mediocre
Neo Turf Masters,Good
All Star Tennis '99,Good
Missile Command [1980],Okay
Extreme Mountain Biking,Awful
Madden NFL 2000,Great
R/C Stunt Copter,Great
LEGO Racers,Okay
R-Type Delta,Great
Clans,Mediocre
NFL Quarterback Club 2000,Okay
Revelations: The Demon Slayer,Good
Shadow Man,Great
Klustar,Okay
Crush Roller,Great
Star Trek: Starfleet Command,Great
NIRA Intense Import Drag Racing,Good
WWII GI,Awful
WWF Attitude,Great
TNN Motorsports Hardcore Heat,Okay
Trickstyle,Great
Expendable,Good
Mortal Kombat Gold,Okay
Blue Stinger,Great
The House of the Dead 2,Great
Final Fantasy VIII,Amazing
Shadow Man,Bad
Hybrid Heaven,Good
Outcast,Great
AeroWings,Great
Power Stone,Great
Monaco Grand Prix,Good
NFL Blitz 2000,Great
AirForce Delta,Great
Frogger [1998],Great
Centipede,Bad
Braveheart,Bad
Quest for Camelot,Bad
Re-Volt,Okay
Shadow Man,Amazing
Gulf War: Operation Desert Hammer,Awful
Curse You! Red Baron,Bad
Bomberman Fantasy Race,Okay
Superbike World Championship,Great
Skydive!,Painful
The New Tetris,Great
NCAA Football 2000,Great
Jagged Alliance 2,Great
"Warhammer 40,000: Rites of War",Okay
PenPen TriIcelon,Okay
Soul of the Samurai,Good
Sonic Adventure,Great
Flag to Flag,Great
Tokyo Xtreme Racer,Great
Hot Wheels: Turbo Racing,Okay
Echo Night,Great
Hydro Thunder,Great
Ready 2 Rumble Boxing,Amazing
Sled Storm,Great
NFL GameDay 2000,Great
NCAA GameBreaker 2000,Great
System Shock 2,Amazing
Madden NFL 2000,Great
Re-Volt,Great
Chessmaster II,Great
Command & Conquer: Tiberian Sun,Great
Pac-Man: Special Color Edition,Great
Tiny Tank: Up Your Arsenal,Okay
Pac-Man,Good
Jet Moto 3,Great
Duke Nukem: Zero Hour,Good
Drakan: Order of the Flame,Great
Rat Attack,Mediocre
Re-Volt,Bad
Legacy of Kain: Soul Reaver,Amazing
Um Jammer Lammy,Great
Chocobo Racing,Mediocre
NFL Blitz 2000,Amazing
Ken Griffey Jr.'s Slugfest,Bad
Madden NFL 2000,Great
WWF Attitude,Great
Dino Crisis,Amazing
Road Rash 64,Good
Asteroids [1999],Great
Duke Nukem,Amazing
G-Police: Weapons of Justice,Great
Yars' Revenge [1999],Good
Rats!,Great
Gallop Racer,Great
Championship Motocross Featuring Ricky Carmichael,Great
NHL 2000,Great
Gex: Enter the Gecko,Mediocre
Battleship [1999],Good
Disciples: Sacred Lands,Great
Monaco Grand Prix,Great
Army Men: Sarge's Heroes,Okay
Vegas Games 2000,Bad
Silver,Good
NHL FaceOff 2000,Okay
Marvel vs. Capcom: Clash of Super Heroes,Great
Panzer General 3D Assault,Good
Frogger,Good
WCW Mayhem,Great
Las Vegas Cool Hand,Bad
Prince of Persia 3D,Great
NFL 2K,Amazing
Tom Clancy's Rainbow Six: Rogue Spear,Amazing
WipEout 3,Amazing
Pandora's Box,Good
Omega Boost,Okay
NFL Fever 2000,Great
Hot Wheels: Turbo Racing,Good
Quake II,Great
Thousand Arms,Great
Demolition Racer,Good
WCW Mayhem,Good
Rage of Mages 2: Necromancer,Bad
BattleTanx: Global Assault,Great
Lexis,Mediocre
Puzzle Link,Amazing
Puyo Pop,Amazing
Fly!,Bad
Antz,Mediocre
Mario Golf [Game Boy Color],Masterpiece
Star Wars: Episode I: The Phantom Menace,Okay
Xena: Warrior Princess,Okay
Expert Pool,Great
V-Rally Edition '99,Mediocre
NBA Inside Drive 2000,Okay
Sinistar: Unleashed,Good
Tonic Trouble,Mediocre
Ponx,Okay
Monopoly [1999],Good
Spawn,Awful
Goemon's Great Adventure,Great
Motocross Maniacs 2,Great
The Chessmaster 7000,Great
Age of Empires II: The Age of Kings,Great
Jet Force Gemini,Great
Pocket Bowling,Good
Harley-Davidson: Race Across America,Bad
Cutthroats: Terror on the High Seas,Okay
10-Pin Bowling,Bad
NHL 2000,Amazing
Driver,Great
Monster Rancher 2,Great
Final Fantasy Anthology,Amazing
Destruction Derby 64,Okay
Homeworld,Amazing
Chase H.Q. Secret Police,Mediocre
SEGA Bass Fishing,Great
VMU Football,Awful
Virtua Fighter 3tb,Great
FreeSpace 2,Great
Gauntlet Legends,Good
Ted Nugent: Wild Hunting Adventure,Good
Suzuki Alstare Racing,Bad
Toy Story 2: Buzz Lightyear to the Rescue,Mediocre
Ready 2 Rumble Boxing,Good
Pharaoh,Amazing
Bassmasters Classic,Bad
Omikron: The Nomad Soul,Great
Clock Tower 2: The Struggle Within,Bad
Septerra Core: Legacy of the Creator,Great
Pong: The Next Level,Good
Resident Evil 3: Nemesis,Amazing
You Don't Know Jack! [1999],Great
LEGO Racers,Good
Suikoden II,Amazing
Nations: WWII Fighter Command,Okay
Tail Concerto,Good
Psychic Force 2012,Okay
WWF Attitude,Great
Tasmanian Devil: Munching Madness,Good
Langrisser Millenium,Mediocre
Rippin' Riders Snowboarding,Good
FIFA 2000 Major League Soccer,Great
Sid Meier's Alien Crossfire,Great
Pocket Bomberman,Good
The King of Fighters: Dream Match 1999,Great
Earthworm Jim 3D,Good
R-Type DX,Great
Armored Fist 3,Okay
Trickstyle,Great
A Collection of Intellivision Classic Games,Bad
Poker Night with David Sklansky,Okay
Ms. Pac-Man,Amazing
Revenant,Great
Madden NFL 2000,Good
Paperboy (2000),Great
Ballistic,Good
NHL Championship 2000,Amazing
Rising Zan: The Samurai Gunman,Great
Space Invaders,Good
Spy Hunter / Moon Patrol,Okay
Extreme Wintersports,Awful
Logical,Mediocre
Knockout Kings 2000,Okay
South Park,Painful
Tom and Jerry,Bad
WinBack: Covert Operations,Great
Tony Hawk's Pro Skater,Amazing
Hole in One Golf,Awful
Pokemon Yellow: Special Pikachu Edition,Masterpiece
Flight Unlimited III,Amazing
AMA Superbike,Bad
NBA 2K,Amazing
RollerCoaster Tycoon: Corkscrew Follies,Good
Turok: Rage Wars,Great
Resident Evil 2 [1998],Amazing
WWF Wrestlemania 2000,Great
Shadow Company: Left for Dead,Good
Toy Commander,Great
Pong: The Next Level,Amazing
Tanktics,Awful
Nightlong: Union City Conspiracy,Okay
Grandia,Amazing
007: Tomorrow Never Dies,Mediocre
SuperCross Circuit,Mediocre
Sim Theme Park,Great
Rayman 2: The Great Escape,Amazing
The X-Files: The Game,Mediocre
NFL Blitz 2000,Great
Rayman 2: The Great Escape,Amazing
Rocket: Robot on Wheels,Amazing
SEGA Rally 2: Sega Rally Championship,Amazing
Tom Clancy's Rainbow Six,Great
NBA Basketball 2000,Good
Game & Watch Gallery 2,Great
Delta Force 2,Good
NCAA Final Four 2000,Good
Trick N' Snowboarder,Okay
Ballistic,Great
Knockout Kings 2000,Great
Space Invaders,Good
FIFA 2000 Major League Soccer,Amazing
Dynamite Cop,Bad
Speed Devils,Good
NASCAR 2000,Good
Crash Team Racing,Great
Warpath: Jurassic Park,Mediocre
Medal of Honor [1999],Amazing
Spyro 2: Ripto's Rage,Great
Grand Theft Auto II,Good
Jane's USAF [1999],Great
Test Drive Off-Road 3,Mediocre
